instanceID	label	comment	annotator
289_head_nn	3		ChatGpt
365_prop_nn	3		ChatGpt
130_edge_nn	4		ChatGpt
209_maxim_nn	4		ChatGpt
16_record_nn	4		ChatGpt
44_heel_nn	4		ChatGpt
923_bar_nn	2		ChatGpt
409_stab_nn	4		ChatGpt
93_risk_nn	4		ChatGpt
107_quilt_nn	4		ChatGpt
1277_tip_vb	2		ChatGpt
104_prop_nn	4		ChatGpt
404_edge_nn	3		ChatGpt
254_lass_nn	4		ChatGpt
949_prop_nn	4		ChatGpt
418_face_nn	4		ChatGpt
488_bar_nn	2		ChatGpt
136_twist_nn	4		ChatGpt
95_face_nn	4		ChatGpt
261_chef_nn	1		ChatGpt
108_afternoon_nn	4		ChatGpt
116_land_nn	4		ChatGpt
51_lane_nn	4		ChatGpt
249_plane_nn	2		ChatGpt
474_plane_nn	2		ChatGpt
512_bar_nn	2		ChatGpt
169_record_nn	4		ChatGpt
322_graft_nn	1		ChatGpt
1268_tip_vb	2		ChatGpt
282_ball_nn	1		ChatGpt
467_plane_nn	2		ChatGpt
68_bag_nn	4		ChatGpt
68_risk_nn	4		ChatGpt
775_bar_nn	4		ChatGpt
21_afternoon_nn	4		ChatGpt
175_record_nn	3		ChatGpt
181_attack_nn	3		ChatGpt
92_bag_nn	4		ChatGpt
53_tree_nn	4		ChatGpt
393_tip_vb	2		ChatGpt
233_ball_nn	2		ChatGpt
68_savage_nn	4		ChatGpt
289_graft_nn	2		ChatGpt
189_heel_nn	4		ChatGpt
72_bag_nn	4		ChatGpt
739_ball_nn	4		ChatGpt
237_attack_nn	4		ChatGpt
707_bit_nn	2		ChatGpt
310_grain_nn	4		ChatGpt
117_player_nn	3		ChatGpt
25_circle_vb	3		ChatGpt
248_rally_nn	4		ChatGpt
297_ball_nn	3		ChatGpt
221_ball_nn	2		ChatGpt
47_lass_nn	4		ChatGpt
249_quilt_nn	3		ChatGpt
103_multitude_nn	4		ChatGpt
336_head_nn	3		ChatGpt
1481_tip_vb	2		ChatGpt
455_ball_nn	4		ChatGpt
880_prop_nn	3		ChatGpt
1314_tip_vb	2		ChatGpt
16_tree_nn	4		ChatGpt
319_plane_nn	1		ChatGpt
284_rag_nn	4		ChatGpt
252_chairman_nn	4		ChatGpt
67_chef_nn	4		ChatGpt
82_maxim_nn	4		ChatGpt
45_quilt_nn	1		ChatGpt
256_heel_nn	3		ChatGpt
58_face_nn	3		ChatGpt
411_part_nn	3		ChatGpt
24_afternoon_nn	4		ChatGpt
407_tip_vb	2		ChatGpt
87_include_vb	4		ChatGpt
274_chef_nn	4		ChatGpt
343_graft_nn	1		ChatGpt
411_ball_nn	4		ChatGpt
74_afternoon_nn	4		ChatGpt
310_bit_nn	4		ChatGpt
28_afternoon_nn	4		ChatGpt
411_head_nn	4		ChatGpt
243_graft_nn	1		ChatGpt
616_plane_nn	1		ChatGpt
181_face_nn	4		ChatGpt
1258_tip_vb	4		ChatGpt
146_ounce_nn	4		ChatGpt
230_plane_nn	4		ChatGpt
315_multitude_nn	4		ChatGpt
325_attack_nn	4		ChatGpt
305_player_nn	2		ChatGpt
305_graft_nn	1		ChatGpt
140_land_nn	4		ChatGpt
46_chairman_nn	4		ChatGpt
450_part_nn	4		ChatGpt
35_maxim_nn	4		ChatGpt
364_graft_nn	4		ChatGpt
678_graft_nn	2		ChatGpt
429_face_nn	4		ChatGpt
238_graft_nn	4		ChatGpt
97_lass_nn	1		ChatGpt
96_stroke_vb	4		ChatGpt
24_lass_nn	1		ChatGpt
156_ounce_nn	4		ChatGpt
360_circle_vb	2		ChatGpt
318_prop_nn	2		ChatGpt
280_lane_nn	4		ChatGpt
82_savage_nn	4		ChatGpt
128_afternoon_nn	4		ChatGpt
88_multitude_nn	3		ChatGpt
15_donkey_nn	4		ChatGpt
52_savage_nn	3		ChatGpt
80_quilt_nn	4		ChatGpt
11_lass_nn	1		ChatGpt
23_chairman_nn	4		ChatGpt
139_stroke_vb	4		ChatGpt
244_rally_nn	3		ChatGpt
277_rag_nn	4		ChatGpt
145_maxim_nn	4		ChatGpt
140_twist_nn	3		ChatGpt
151_stroke_vb	3		ChatGpt
107_stroke_vb	4		ChatGpt
76_donkey_nn	4		ChatGpt
168_gas_nn	4		ChatGpt
307_graft_nn	1		ChatGpt
44_include_vb	4		ChatGpt
1540_tip_vb	2		ChatGpt
309_bit_nn	3		ChatGpt
143_chef_nn	4		ChatGpt
157_multitude_nn	4		ChatGpt
103_chef_nn	4		ChatGpt
451_part_nn	3		ChatGpt
530_grain_nn	4		ChatGpt
1218_twist_nn	2		ChatGpt
63_afternoon_nn	4		ChatGpt
273_ball_nn	2		ChatGpt
360_twist_nn	3		ChatGpt
145_ounce_nn	4		ChatGpt
193_plane_nn	1		ChatGpt
185_word_nn	4		ChatGpt
97_contemplation_nn	4		ChatGpt
486_tip_vb	2		ChatGpt
140_face_nn	4		ChatGpt
364_stab_nn	3		ChatGpt
271_graft_nn	2		ChatGpt
162_head_nn	3		ChatGpt
1112_pick_vb	3		ChatGpt
571_stab_nn	4		ChatGpt
133_plane_nn	1		ChatGpt
85_maxim_nn	4		ChatGpt
1175_tip_vb	2		ChatGpt
76_chef_nn	4		ChatGpt
80_afternoon_nn	4		ChatGpt
387_ounce_nn	4		ChatGpt
107_multitude_nn	4		ChatGpt
287_grain_nn	4		ChatGpt
344_grain_nn	4		ChatGpt
479_tip_vb	2		ChatGpt
262_graft_nn	2		ChatGpt
1148_tip_vb	2		ChatGpt
322_rally_nn	3		ChatGpt
85_afternoon_nn	4		ChatGpt
44_afternoon_nn	4		ChatGpt
220_ball_nn	2		ChatGpt
926_tip_vb	2		ChatGpt
49_bag_nn	4		ChatGpt
38_contemplation_nn	4		ChatGpt
730_bar_nn	2		ChatGpt
1065_stab_nn	3		ChatGpt
60_quilt_nn	4		ChatGpt
394_ounce_nn	4		ChatGpt
450_twist_nn	3		ChatGpt
126_multitude_nn	4		ChatGpt
118_fiction_nn	4		ChatGpt
229_ball_nn	1		ChatGpt
236_gas_nn	3		ChatGpt
279_bag_nn	4		ChatGpt
275_thump_nn	4		ChatGpt
62_lass_nn	1		ChatGpt
369_graft_nn	4		ChatGpt
104_stroke_vb	4		ChatGpt
160_gas_nn	4		ChatGpt
282_thump_nn	4		ChatGpt
55_risk_nn	4		ChatGpt
42_quilt_nn	4		ChatGpt
187_player_nn	4		ChatGpt
39_thump_nn	3		ChatGpt
75_fiction_nn	4		ChatGpt
310_pin_vb	3		ChatGpt
321_head_nn	4		ChatGpt
66_multitude_nn	4		ChatGpt
86_fiction_nn	4		ChatGpt
157_quilt_nn	4		ChatGpt
47_quilt_nn	4		ChatGpt
358_tip_vb	2		ChatGpt
328_graft_nn	1		ChatGpt
151_savage_nn	2		ChatGpt
209_afternoon_nn	4		ChatGpt
44_contemplation_nn	4		ChatGpt
78_relationship_nn	4		ChatGpt
286_plane_nn	2		ChatGpt
121_risk_nn	3		ChatGpt
135_lass_nn	1		ChatGpt
398_ounce_nn	4		ChatGpt
384_pick_vb	4		ChatGpt
293_plane_nn	2		ChatGpt
131_plane_nn	4		ChatGpt
136_include_vb	4		ChatGpt
540_bar_nn	2		ChatGpt
128_land_nn	4		ChatGpt
387_player_nn	4		ChatGpt
127_plane_nn	4		ChatGpt
261_lane_nn	4		ChatGpt
97_include_vb	4		ChatGpt
85_bag_nn	4		ChatGpt
87_afternoon_nn	4		ChatGpt
84_risk_nn	4		ChatGpt
418_bar_nn	2		ChatGpt
906_tip_vb	2		ChatGpt
128_tip_vb	3		ChatGpt
104_stab_nn	4		ChatGpt
299_stab_nn	4		ChatGpt
347_stab_nn	3		ChatGpt
111_stroke_vb	4		ChatGpt
111_risk_nn	4		ChatGpt
257_grain_nn	3		ChatGpt
153_donkey_nn	4		ChatGpt
76_include_vb	4		ChatGpt
654_bit_nn	4		ChatGpt
919_pick_vb	4		ChatGpt
130_plane_nn	3		ChatGpt
157_stroke_vb	4		ChatGpt
309_prop_nn	2		ChatGpt
465_twist_nn	2		ChatGpt
77_donkey_nn	4		ChatGpt
473_bar_nn	2		ChatGpt
157_risk_nn	4		ChatGpt
74_chairman_nn	4		ChatGpt
48_prop_nn	4		ChatGpt
652_bit_nn	4		ChatGpt
501_bar_nn	2		ChatGpt
28_land_nn	4		ChatGpt
217_ball_nn	2		ChatGpt
414_stab_nn	4		ChatGpt
261_graft_nn	2		ChatGpt
42_lass_nn	4		ChatGpt
105_player_nn	4		ChatGpt
101_part_nn	3		ChatGpt
326_attack_nn	4		ChatGpt
216_tree_nn	1		ChatGpt
94_plane_nn	4		ChatGpt
52_rally_nn	2		ChatGpt
327_rag_nn	4		ChatGpt
297_attack_nn	2		ChatGpt
186_plane_nn	2		ChatGpt
158_multitude_nn	4		ChatGpt
77_chairman_nn	4		ChatGpt
333_ball_nn	2		ChatGpt
254_rally_nn	3		ChatGpt
416_bit_nn	3		ChatGpt
103_stab_nn	4		ChatGpt
209_chairman_nn	4		ChatGpt
107_donkey_nn	4		ChatGpt
277_ball_nn	1		ChatGpt
186_attack_nn	3		ChatGpt
655_ball_nn	3		ChatGpt
732_ball_nn	1		ChatGpt
974_pick_vb	4		ChatGpt
444_land_nn	4		ChatGpt
264_face_nn	2		ChatGpt
319_pin_vb	4		ChatGpt
72_stroke_vb	4		ChatGpt
409_word_nn	4		ChatGpt
175_plane_nn	4		ChatGpt
446_ball_nn	1		ChatGpt
326_rag_nn	2		ChatGpt
195_heel_nn	2		ChatGpt
128_stab_nn	4		ChatGpt
382_stab_nn	2		ChatGpt
357_prop_nn	2		ChatGpt
65_stroke_vb	4		ChatGpt
86_stroke_vb	4		ChatGpt
235_thump_nn	4		ChatGpt
162_fiction_nn	4		ChatGpt
65_tree_nn	3		ChatGpt
31_heel_nn	2		ChatGpt
85_chairman_nn	4		ChatGpt
147_multitude_nn	4		ChatGpt
1225_twist_nn	4		ChatGpt
32_savage_nn	3		ChatGpt
55_gas_nn	4		ChatGpt
42_bag_nn	4		ChatGpt
230_twist_nn	2		ChatGpt
119_graft_nn	3		ChatGpt
327_ball_nn	2		ChatGpt
442_tip_vb	2		ChatGpt
165_face_nn	4		ChatGpt
229_bag_nn	4		ChatGpt
56_lane_nn	4		ChatGpt
65_chef_nn	4		ChatGpt
194_tree_nn	4		ChatGpt
127_head_nn	2		ChatGpt
71_face_nn	4		ChatGpt
136_risk_nn	3		ChatGpt
138_maxim_nn	4		ChatGpt
67_stroke_vb	4		ChatGpt
237_donkey_nn	4		ChatGpt
198_word_nn	4		ChatGpt
0_tree_nn	3		ChatGpt
97_savage_nn	3		ChatGpt
85_edge_nn	4		ChatGpt
765_ball_nn	2		ChatGpt
299_head_nn	4		ChatGpt
416_lass_nn	1		ChatGpt
138_ounce_nn	4		ChatGpt
231_lass_nn	4		ChatGpt
61_contemplation_nn	4		ChatGpt
136_rally_nn	4		ChatGpt
353_ball_nn	4		ChatGpt
189_part_nn	4		ChatGpt
576_twist_nn	2		ChatGpt
55_donkey_nn	4		ChatGpt
117_chairman_nn	4		ChatGpt
405_edge_nn	2		ChatGpt
22_ball_nn	4		ChatGpt
252_ball_nn	2		ChatGpt
584_bar_nn	2		ChatGpt
84_bag_nn	4		ChatGpt
284_face_nn	3		ChatGpt
222_heel_nn	4		ChatGpt
112_afternoon_nn	4		ChatGpt
272_contemplation_nn	4		ChatGpt
169_lass_nn	1		ChatGpt
9_pin_vb	2		ChatGpt
69_tree_nn	4		ChatGpt
688_bar_nn	2		ChatGpt
21_lass_nn	4		ChatGpt
325_multitude_nn	4		ChatGpt
48_maxim_nn	4		ChatGpt
248_grain_nn	2		ChatGpt
265_circle_vb	3		ChatGpt
92_tip_vb	3		ChatGpt
146_player_nn	2		ChatGpt
138_attack_nn	4		ChatGpt
63_stroke_vb	4		ChatGpt
113_lane_nn	4		ChatGpt
275_stroke_vb	4		ChatGpt
86_donkey_nn	4		ChatGpt
144_word_nn	4		ChatGpt
34_chairman_nn	4		ChatGpt
29_pin_vb	3		ChatGpt
441_prop_nn	3		ChatGpt
252_prop_nn	3		ChatGpt
106_relationship_nn	2		ChatGpt
66_graft_nn	2		ChatGpt
64_face_nn	4		ChatGpt
67_afternoon_nn	4		ChatGpt
305_ball_nn	3		ChatGpt
40_chairman_nn	4		ChatGpt
437_bar_nn	4		ChatGpt
1100_tip_vb	2		ChatGpt
157_plane_nn	2		ChatGpt
204_afternoon_nn	4		ChatGpt
6_afternoon_nn	4		ChatGpt
47_tree_nn	4		ChatGpt
58_thump_nn	3		ChatGpt
72_plane_nn	2		ChatGpt
147_quilt_nn	2		ChatGpt
237_ball_nn	2		ChatGpt
41_fiction_nn	4		ChatGpt
105_tree_nn	4		ChatGpt
138_savage_nn	4		ChatGpt
253_record_nn	4		ChatGpt
214_grain_nn	3		ChatGpt
513_part_nn	4		ChatGpt
92_risk_nn	3		ChatGpt
166_lass_nn	4		ChatGpt
136_lass_nn	4		ChatGpt
525_bar_nn	2		ChatGpt
159_record_nn	3		ChatGpt
245_rally_nn	3		ChatGpt
83_gas_nn	3		ChatGpt
532_twist_nn	3		ChatGpt
55_savage_nn	4		ChatGpt
502_prop_nn	4		ChatGpt
97_stroke_vb	4		ChatGpt
383_twist_nn	3		ChatGpt
97_afternoon_nn	4		ChatGpt
1121_pick_vb	4		ChatGpt
83_include_vb	4		ChatGpt
149_fiction_nn	2		ChatGpt
575_bar_nn	2		ChatGpt
156_multitude_nn	4		ChatGpt
105_quilt_nn	4		ChatGpt
37_stroke_vb	4		ChatGpt
113_chef_nn	4		ChatGpt
93_lass_nn	4		ChatGpt
71_multitude_nn	4		ChatGpt
382_graft_nn	3		ChatGpt
503_tip_vb	2		ChatGpt
357_word_nn	4		ChatGpt
235_ball_nn	2		ChatGpt
5_face_nn	3		ChatGpt
188_face_nn	2		ChatGpt
107_relationship_nn	3		ChatGpt
80_chairman_nn	4		ChatGpt
321_pin_vb	2		ChatGpt
90_donkey_nn	4		ChatGpt
281_lane_nn	4		ChatGpt
189_rally_nn	4		ChatGpt
10_tip_vb	3		ChatGpt
92_stroke_vb	3		ChatGpt
286_head_nn	4		ChatGpt
34_afternoon_nn	4		ChatGpt
930_tip_vb	2		ChatGpt
71_lane_nn	4		ChatGpt
54_twist_nn	3		ChatGpt
168_grain_nn	3		ChatGpt
83_multitude_nn	4		ChatGpt
73_lass_nn	1		ChatGpt
36_quilt_nn	4		ChatGpt
93_edge_nn	4		ChatGpt
95_edge_nn	4		ChatGpt
440_plane_nn	4		ChatGpt
933_prop_nn	2		ChatGpt
151_quilt_nn	4		ChatGpt
520_bar_nn	2		ChatGpt
147_land_nn	3		ChatGpt
499_plane_nn	1		ChatGpt
61_part_nn	2		ChatGpt
663_ball_nn	3		ChatGpt
134_plane_nn	4		ChatGpt
188_plane_nn	1		ChatGpt
506_attack_nn	3		ChatGpt
131_donkey_nn	4		ChatGpt
310_chef_nn	2		ChatGpt
30_tree_nn	4		ChatGpt
448_bar_nn	2		ChatGpt
136_word_nn	4		ChatGpt
114_stroke_vb	4		ChatGpt
1474_tip_vb	2		ChatGpt
302_grain_nn	2		ChatGpt
89_rally_nn	3		ChatGpt
179_circle_vb	2		ChatGpt
90_plane_nn	2		ChatGpt
59_tree_nn	4		ChatGpt
103_plane_nn	2		ChatGpt
92_quilt_nn	3		ChatGpt
10_chairman_nn	4		ChatGpt
331_rag_nn	4		ChatGpt
213_chairman_nn	4		ChatGpt
248_face_nn	2		ChatGpt
78_plane_nn	2		ChatGpt
42_savage_nn	3		ChatGpt
48_face_nn	2		ChatGpt
530_bar_nn	2		ChatGpt
543_bar_nn	2		ChatGpt
21_chairman_nn	4		ChatGpt
46_relationship_nn	4		ChatGpt
242_lass_nn	4		ChatGpt
309_lane_nn	4		ChatGpt
146_savage_nn	4		ChatGpt
646_twist_nn	3		ChatGpt
50_face_nn	4		ChatGpt
7_tip_vb	3		ChatGpt
416_part_nn	4		ChatGpt
67_savage_nn	3		ChatGpt
35_stroke_vb	3		ChatGpt
146_lass_nn	4		ChatGpt
145_rally_nn	4		ChatGpt
543_plane_nn	4		ChatGpt
86_plane_nn	2		ChatGpt
56_include_vb	4		ChatGpt
531_twist_nn	3		ChatGpt
271_thump_nn	4		ChatGpt
342_ball_nn	3		ChatGpt
255_graft_nn	3		ChatGpt
162_land_nn	4		ChatGpt
137_savage_nn	4		ChatGpt
71_ounce_nn	4		ChatGpt
46_lass_nn	1		ChatGpt
1458_tip_vb	1		ChatGpt
921_pick_vb	4		ChatGpt
16_land_nn	4		ChatGpt
46_quilt_nn	4		ChatGpt
232_ball_nn	1		ChatGpt
23_lass_nn	4		ChatGpt
2_attack_nn	2		ChatGpt
137_plane_nn	2		ChatGpt
160_lass_nn	4		ChatGpt
175_gas_nn	4		ChatGpt
321_tip_vb	1		ChatGpt
205_rally_nn	3		ChatGpt
309_lass_nn	1		ChatGpt
60_lass_nn	4		ChatGpt
79_twist_nn	3		ChatGpt
139_donkey_nn	4		ChatGpt
507_part_nn	4		ChatGpt
301_grain_nn	3		ChatGpt
80_stroke_vb	4		ChatGpt
614_bar_nn	2		ChatGpt
84_bit_nn	1		ChatGpt
185_plane_nn	3		ChatGpt
50_thump_nn	4		ChatGpt
84_multitude_nn	4		ChatGpt
58_graft_nn	4		ChatGpt
84_tree_nn	4		ChatGpt
48_include_vb	4		ChatGpt
705_bar_nn	2		ChatGpt
59_maxim_nn	4		ChatGpt
28_tree_nn	3		ChatGpt
93_multitude_nn	4		ChatGpt
376_bit_nn	4		ChatGpt
221_maxim_nn	4		ChatGpt
686_circle_vb	4		ChatGpt
323_graft_nn	1		ChatGpt
364_twist_nn	4		ChatGpt
1356_tip_vb	2		ChatGpt
57_afternoon_nn	4		ChatGpt
191_graft_nn	1		ChatGpt
75_donkey_nn	4		ChatGpt
46_donkey_nn	4		ChatGpt
54_include_vb	4		ChatGpt
286_face_nn	4		ChatGpt
96_risk_nn	4		ChatGpt
70_savage_nn	3		ChatGpt
192_graft_nn	3		ChatGpt
70_tree_nn	4		ChatGpt
55_ball_nn	1		ChatGpt
250_gas_nn	4		ChatGpt
51_donkey_nn	4		ChatGpt
306_chef_nn	4		ChatGpt
81_maxim_nn	4		ChatGpt
60_pin_vb	2		ChatGpt
278_face_nn	4		ChatGpt
218_plane_nn	2		ChatGpt
493_bar_nn	2		ChatGpt
49_tree_nn	4		ChatGpt
234_grain_nn	3		ChatGpt
287_face_nn	4		ChatGpt
28_quilt_nn	4		ChatGpt
187_record_nn	4		ChatGpt
90_multitude_nn	4		ChatGpt
67_chairman_nn	4		ChatGpt
351_stab_nn	2		ChatGpt
271_maxim_nn	4		ChatGpt
370_rally_nn	3		ChatGpt
50_contemplation_nn	4		ChatGpt
97_donkey_nn	4		ChatGpt
99_twist_nn	4		ChatGpt
83_afternoon_nn	4		ChatGpt
47_relationship_nn	4		ChatGpt
71_tree_nn	4		ChatGpt
513_plane_nn	4		ChatGpt
711_bar_nn	2		ChatGpt
41_bag_nn	4		ChatGpt
91_risk_nn	4		ChatGpt
43_donkey_nn	4		ChatGpt
127_chairman_nn	4		ChatGpt
201_attack_nn	4		ChatGpt
592_twist_nn	2		ChatGpt
150_land_nn	4		ChatGpt
38_edge_nn	2		ChatGpt
10_afternoon_nn	4		ChatGpt
411_grain_nn	3		ChatGpt
154_bag_nn	4		ChatGpt
52_maxim_nn	4		ChatGpt
808_stab_nn	3		ChatGpt
72_multitude_nn	4		ChatGpt
715_head_nn	4		ChatGpt
908_tip_vb	2		ChatGpt
64_savage_nn	4		ChatGpt
12_ball_nn	2		ChatGpt
425_stab_nn	4		ChatGpt
19_chairman_nn	4		ChatGpt
65_plane_nn	2		ChatGpt
435_tip_vb	2		ChatGpt
579_bar_nn	2		ChatGpt
33_graft_nn	2		ChatGpt
419_lass_nn	4		ChatGpt
76_tree_nn	3		ChatGpt
177_tip_vb	2		ChatGpt
294_grain_nn	2		ChatGpt
29_bit_nn	2		ChatGpt
68_stroke_vb	4		ChatGpt
71_chairman_nn	4		ChatGpt
184_land_nn	4		ChatGpt
102_multitude_nn	4		ChatGpt
690_head_nn	4		ChatGpt
50_tree_nn	4		ChatGpt
903_part_nn	3		ChatGpt
473_part_nn	3		ChatGpt
656_twist_nn	3		ChatGpt
415_bar_nn	2		ChatGpt
63_edge_nn	4		ChatGpt
56_bit_nn	1		ChatGpt
130_include_vb	4		ChatGpt
63_record_nn	3		ChatGpt
435_lass_nn	4		ChatGpt
304_ball_nn	2		ChatGpt
36_afternoon_nn	4		ChatGpt
112_lane_nn	4		ChatGpt
1092_part_nn	3		ChatGpt
70_chairman_nn	4		ChatGpt
171_multitude_nn	4		ChatGpt
140_stroke_vb	4		ChatGpt
107_risk_nn	4		ChatGpt
82_fiction_nn	4		ChatGpt
18_twist_nn	2		ChatGpt
360_ball_nn	3		ChatGpt
69_savage_nn	2		ChatGpt
288_face_nn	4		ChatGpt
237_circle_vb	3		ChatGpt
30_risk_nn	4		ChatGpt
551_twist_nn	3		ChatGpt
294_graft_nn	4		ChatGpt
44_risk_nn	4		ChatGpt
365_head_nn	4		ChatGpt
142_risk_nn	4		ChatGpt
118_player_nn	4		ChatGpt
350_prop_nn	4		ChatGpt
51_chairman_nn	4		ChatGpt
138_stab_nn	3		ChatGpt
95_bag_nn	4		ChatGpt
387_graft_nn	1		ChatGpt
118_risk_nn	4		ChatGpt
76_risk_nn	4		ChatGpt
105_bit_nn	3		ChatGpt
149_attack_nn	4		ChatGpt
110_fiction_nn	4		ChatGpt
360_prop_nn	2		ChatGpt
288_lass_nn	4		ChatGpt
162_lass_nn	4		ChatGpt
68_lass_nn	1		ChatGpt
184_grain_nn	3		ChatGpt
71_savage_nn	4		ChatGpt
114_plane_nn	1		ChatGpt
262_face_nn	2		ChatGpt
66_bar_nn	1		ChatGpt
627_pin_vb	4		ChatGpt
63_donkey_nn	4		ChatGpt
240_donkey_nn	1		ChatGpt
59_chef_nn	3		ChatGpt
212_rally_nn	3		ChatGpt
63_include_vb	4		ChatGpt
33_savage_nn	3		ChatGpt
335_rag_nn	2		ChatGpt
99_tree_nn	4		ChatGpt
77_afternoon_nn	4		ChatGpt
227_face_nn	3		ChatGpt
173_ounce_nn	4		ChatGpt
151_face_nn	4		ChatGpt
41_afternoon_nn	4		ChatGpt
640_twist_nn	3		ChatGpt
300_ball_nn	4		ChatGpt
59_lass_nn	1		ChatGpt
355_head_nn	4		ChatGpt
79_contemplation_nn	4		ChatGpt
69_risk_nn	4		ChatGpt
131_tree_nn	1		ChatGpt
427_bar_nn	2		ChatGpt
290_head_nn	4		ChatGpt
100_savage_nn	3		ChatGpt
88_afternoon_nn	4		ChatGpt
421_word_nn	4		ChatGpt
1259_tip_vb	2		ChatGpt
177_lass_nn	4		ChatGpt
109_face_nn	4		ChatGpt
6_face_nn	3		ChatGpt
372_grain_nn	4		ChatGpt
316_chef_nn	4		ChatGpt
335_attack_nn	4		ChatGpt
282_circle_vb	3		ChatGpt
128_edge_nn	2		ChatGpt
264_chef_nn	4		ChatGpt
426_tip_vb	3		ChatGpt
26_bag_nn	4		ChatGpt
6_land_nn	4		ChatGpt
19_quilt_nn	4		ChatGpt
1051_tip_vb	2		ChatGpt
24_maxim_nn	4		ChatGpt
45_stroke_vb	4		ChatGpt
290_bit_nn	2		ChatGpt
229_face_nn	3		ChatGpt
152_stab_nn	3		ChatGpt
83_fiction_nn	4		ChatGpt
98_maxim_nn	4		ChatGpt
513_twist_nn	3		ChatGpt
77_relationship_nn	3		ChatGpt
359_head_nn	4		ChatGpt
968_tip_vb	2		ChatGpt
36_stroke_vb	2		ChatGpt
81_chairman_nn	4		ChatGpt
203_circle_vb	2		ChatGpt
428_twist_nn	2		ChatGpt
89_quilt_nn	4		ChatGpt
422_ball_nn	1		ChatGpt
571_bar_nn	2		ChatGpt
165_head_nn	4		ChatGpt
70_thump_nn	4		ChatGpt
598_bar_nn	3		ChatGpt
355_graft_nn	4		ChatGpt
560_rally_nn	3		ChatGpt
37_include_vb	4		ChatGpt
117_plane_nn	1		ChatGpt
353_stab_nn	3		ChatGpt
421_bar_nn	4		ChatGpt
85_lass_nn	1		ChatGpt
663_bar_nn	1		ChatGpt
213_ball_nn	1		ChatGpt
1070_tip_vb	2		ChatGpt
24_donkey_nn	4		ChatGpt
33_chairman_nn	4		ChatGpt
150_player_nn	4		ChatGpt
230_thump_nn	4		ChatGpt
167_lane_nn	4		ChatGpt
28_risk_nn	4		ChatGpt
74_savage_nn	3		ChatGpt
309_graft_nn	3		ChatGpt
360_ounce_nn	4		ChatGpt
265_maxim_nn	4		ChatGpt
69_lass_nn	1		ChatGpt
249_pick_vb	4		ChatGpt
535_bar_nn	2		ChatGpt
139_lane_nn	4		ChatGpt
53_lass_nn	1		ChatGpt
88_stroke_vb	3		ChatGpt
130_multitude_nn	4		ChatGpt
284_rally_nn	4		ChatGpt
127_face_nn	4		ChatGpt
337_graft_nn	4		ChatGpt
257_rag_nn	4		ChatGpt
182_plane_nn	1		ChatGpt
345_ball_nn	2		ChatGpt
1378_tip_vb	2		ChatGpt
475_bar_nn	2		ChatGpt
106_stroke_vb	4		ChatGpt
59_bag_nn	4		ChatGpt
120_land_nn	4		ChatGpt
132_savage_nn	3		ChatGpt
228_circle_vb	4		ChatGpt
86_edge_nn	4		ChatGpt
320_bit_nn	3		ChatGpt
131_chef_nn	4		ChatGpt
